Question,Title,Bodys,Intent_Classific
市交易中心对信用记分一般的专家进行工作提示时，会采用哪些方式？,【综合采购】上海市公共资源交易中心评标（评审）专家信用记分评估标准（试行）,市交易中心，信用记分，一般，专家，工作提示，方式,政策文件信息
国有资产转让是否必须通过公开竞价方式进行？,中华人民共和国企业国有资产法,国有资产转让，公开竞价方式,政策文件信息
在进行金融企业国有资产转让前，需要满足什么条件？,金融企业国有资产转让管理办法,金融企业国有资产转让，条件,政策文件信息
中标人违反合同约定，采购人应如何处理？,政府采购货物和服务招标投标管理办法,中标人，合同约定，采购人，处理,政策文件信息
国资监管机构在批准非公开协议方式的企业产权转让时，需要审核哪些文件？,企业国有资产交易监督管理办法,国资监管机构，非公开协议方式，企业产权转让，审核文件,政策文件信息
农业法的主要目标是什么？,中华人民共和国农业法,农业法，主要目标,政策文件信息
询价采购需求中的技术和服务要求应满足哪些条件？,政府采购非招标采购方式管理办法,询价采购需求，技术和服务要求，条件,政策文件信息
增资人在确定最终投资人时，可以选择哪些方式？,【产权交易】企业增资业务规则（试行）,增资人，最终投资人，方式,政策文件信息
在评标过程中，评标委员会是否可以根据实际情况调整招标文件中规定的评标标准和方法？,工程建设项目施工招标投标办法,评标委员会，实际情况，调整，招标文件，评标标准和方法,政策文件信息
招标拍卖挂牌活动结束后，出让结果需要多久公布？,招标拍卖挂牌出让国有建设用地使用权规定,招标拍卖挂牌活动，出让结果，公布,政策文件信息
单一来源采购公示需要包含哪些具体内容？,财政部关于做好政府采购信息公开工作的通知,单一来源采购公示，具体内容,政策文件信息
在政府采购投诉中，如果投诉人没有提供相关证据，投诉会怎么处理？,政府采购质疑和投诉办法,投诉人，相关证据，投诉处理,政策文件信息
政企尚未分开的单位在招投标过程中需要注意什么？,企业国有资产监督管理暂行条例,政企分开，招投标，注意,政策文件信息
招标文件规定的投标截止时间是上午10点，开标时间是否可以安排在下午2点？,房屋建筑和市政基础设施工程施工招标投标管理办法,招标文件，投标截止时间，开标时间,政策文件信息
公共资源交易平台在开展交易活动时，需要实现哪些环节的全流程电子化？,上海市公共资源交易管理办法,公共资源交易平台，全流程电子化,政策文件信息
申请单位在办理完哪些手续后可以取得交易所会员资格？,【碳排放权】上海环境能源交易所碳排放交易会员管理办法（试行）,申请单位，办理完的手续，取得交易所会员资格,政策文件信息
电子招标投标交易平台在信息分类和编码方面有何要求？,电子招标投标办法,电子招标投标交易平台，信息分类和编码，要求,政策文件信息
招标公告在不同媒介发布内容不一致，会有什么后果？,招标公告和公示信息发布管理办法,招标公告，不同媒介，内容不一致，后果,政策文件信息
招标人是否必须对投标申请人进行资格预审？,房屋建筑和市政基础设施工程施工招标投标管理办法,招标人，资格预审,政策文件信息
本市如何管理公共资源交易中的评标评审专家？,上海市公共资源交易管理办法,本市，管理，公共资源交易，评标评审专家,政策文件信息
中标结果确定后，多久内需要公告？公告期限是多久？,财政部关于做好政府采购信息公开工作的通知,中标结果，确定后，需要公告，公告期限,政策文件信息
电子招标投标交易平台需要公布哪些主要信息？,电子招标投标办法,电子招标投标交易平台，主要信息,政策文件信息
招标文件要求提交履约担保，中标人是否必须提交？招标人需要提供什么担保？,房屋建筑和市政基础设施工程施工招标投标管理办法,招标文件，履约担保，中标人，担保，招标人,政策文件信息
采购人在收到评审报告后，应在多长时间内确定成交供应商？如果逾期未确定会有什么后果？,财政部关于印发《政府采购竞争性磋商采购方式管理暂行办法》的通知,采购人，评审报告，确定成交供应商，后果,政策文件信息
商品房预购人在接到房屋建设工程转让通知后，多久内可以要求解除预售合同？,上海市房地产转让办法,商品房预购人，房屋建设工程转让通知，解除预售合同,政策文件信息
政府采购内部控制管理的主要目标是什么？,财政部关于加强政府采购活动内部控制管理的指导意见,政府采购内部控制管理，主要目标,政策文件信息
如果某个工程项目符合招标范围和规模标准，但项目被拆分成多个小项目进行，这样可以规避招标吗？,工程建设项目货物招标投标办法,工程项目，招标范围和规模标准，拆分，小项目，规避招标,政策文件信息
行政事业单位在出租出借国有资产时，需要遵循哪些规定？,财政部关于进一步规范和加强行政事业单位国有资产管理的指导意见,行政事业单位，出租出借国有资产，规定,政策文件信息
新建房屋转让后，转让人需要承担多长时间的保修责任？,上海市房地产转让办法,新建房屋，转让，保修责任,政策文件信息
在招投标评审中，如何调查和评估投标公司的财务体系情况？,【产权交易】企业增资业务受托机构工作指引（试行）,招投标评审，调查评估，投标公司，财务体系情况,政策文件信息
