Question,True_Title,Recalling,Recall_Weight
上海联合产权交易所有限公司接待时间是什么？,【产权交易】上海联合产权交易所有限公司业务咨询接待服务规定（沪联产交〔2019〕49号）,1,1
采购人在编报和执行政府采购预算及实施计划时，需要关注哪些方面以确保采购活动的有序进行？,财政部关于加强政府采购活动内部控制管理的指导意见,1,1
国有资产监督管理机构在国有控股和参股公司中如何行使权力？,企业国有资产监督管理暂行条例,1,1
小型企业提供中型企业制造的货物，在政府采购中会被如何认定？,财政部、工业和信息化部关于印发《政府采购促进中小企业发展暂行办法》的通知,1,1
在政务信息系统采购评审中，如果某供应商报价明显低于其他供应商，评标委员会应如何处理？,财政部关于印发《政务信息系统政府采购管理暂行办法》的通知,1,1
办理施工直接发包和合同备案手续需要携带哪些材料？,上海市城乡建设和交通委员会关于印发《可直接发包产业项目的直接发包手续与建设工程合同备案手续合并办理的办事指南》的通知,1,1
市发展改革部门在建立公共资源交易整合共享工作考核评价机制时，需要考核哪些方面的内容？,上海市公共资源交易管理办法,1,1
如果我在招投标过程中需要投诉，是否可以委托他人代为办理？如果可以，需要提供哪些文件？,工程建设项目招标投标活动投诉处理办法,1,1
在政府采购招标投标活动中，采购人需要落实哪些具体的政府采购政策？,政府采购货物和服务招标投标管理办法,1,2
境外投资者作为受让方参与企业产权转让时，需要满足哪些额外要求？,企业国有资产交易监督管理办法,0,
如果联合体中，小型、微型企业的合同金额占比超过30%，能否享受价格扣除优惠？,财政部、工业和信息化部关于印发《政府采购促进中小企业发展暂行办法》的通知,1,1
在综合评分法中，评审因素是否可以包括投标人的资格条件？,政府采购货物和服务招标投标管理办法,1,1
拍卖行业协会的性质和作用是什么？,中华人民共和国拍卖法,1,3
在使用综合评分法评标时，如果两家投标单位的得分相同，如何确定排名顺序？,政府采购货物和服务招标投标管理办法,1,1
在哪些情况下，评标委员会可以要求投标人提供书面说明和相关材料？,房屋建筑和市政基础设施工程施工招标投标管理办法,1,1
在进行投资价值分析时，增资背景分析需要包含哪些主要内容？,【产权交易】企业增资业务受托机构工作指引（试行）,1,1
如何对国有资产管理的绩效进行科学评价？,财政部关于进一步规范和加强行政事业单位国有资产管理的指导意见,1,1
受托机构在调查增资人公司治理情况时，如何评估其法人治理机制？,【产权交易】企业增资业务受托机构工作指引（试行）,1,1
财政部门在收到投诉后，需要在多长时间内对投诉事项作出处理决定？,政府采购质疑和投诉办法,1,1
电子招标投标交易平台运营机构应采取哪些技术措施保障平台安全？,电子招标投标办法,1,1
行政事业单位在国有资产配置、使用、处置等事项上需要经过哪些审批程序？,财政部关于进一步规范和加强行政事业单位国有资产管理的指导意见,1,3
上海市公共资源拍卖中心的组建主体是谁？,上海市拍卖行业协会关于成立上海市公共资源拍卖中心的请示报告,1,1
如果转让标的权属不清或标的企业存在隐匿资产情况，是否可以申请中止产权交易？,【产权交易】上海联合产权交易所有限公司交易中止和终结操作细则（沪联产交〔2018〕50号）,1,1
在行政事业单位资产管理中，各级财政部门、主管部门和行政事业单位的具体职责是什么？,财政部关于进一步规范和加强行政事业单位国有资产管理的指导意见,1,2
财政部门工作人员在政府采购监督管理中违法，会受到哪些处罚？,政府采购非招标采购方式管理办法,0,
如果本市公共资源交易综合专家库中没有合适的评标评审专家，可以从其他地方抽取专家吗？,上海市公共资源交易管理办法,0,
大型居住社区的安全质量监督申报手续如何办理？,上海市城乡建设和交通委员会关于印发《关于加强本市大型居住社区工程建设服务和管理工作的若干意见》的通知,1,1
上海市公共资源交易中，哪些主体需要通过电子证照或数字证书进行统一数字身份认证？,上海市公共资源交易管理办法,1,1
评标委员会在评标过程中发现违法行为时，应该向哪些部门报告？,政府采购货物和服务招标投标管理办法,1,1
在处理我的投诉时，行政监督部门的工作人员在什么情况下需要回避？,工程建设项目招标投标活动投诉处理办法,1,1
建筑工程合同中，预付工程款的具体事宜应如何约定？,建筑工程施工发包与承包计价管理办法,1,1
如果中标人提出分包要求，但项目不具备分包条件，招标人该如何处理？,工程建设项目施工招标投标办法,1,7
开标结束后，如果合格投标人不足3家，能否进行评标？,政府采购货物和服务招标投标管理办法,1,1
按照《【综合采购】上海市公共资源交易中心隔夜评标操作指引》规定，上海进入隔夜评标区域前，进场人员需要完成哪些手续？,【综合采购】上海市公共资源交易中心隔夜评标操作指引,1,1
向境外投资者转让国有资产需要遵守哪些特别规定？,中华人民共和国企业国有资产法,1,1
产权交易中止后，什么情况下会恢复交易？,【产权交易】上海联合产权交易所有限公司交易中止和终结操作细则（沪联产交〔2018〕50号）,1,1
采取非公开协议转让方式时，转让价格的确定有何规定？,企业国有资产交易监督管理办法,1,2
建设单位在初步设计审报阶段可以进行哪些招投标相关工作？,上海市城乡建设和交通委员会关于印发《关于加强本市大型居住社区工程建设服务和管理工作的若干意见》的通知,0,
在招投标过程中，如何核实和评价投标公司管理层的诚信情况？,【产权交易】企业增资业务受托机构工作指引（试行）,0,
建筑市场信用信息分为哪几类？,上海市住房城乡建设管理委、上海市水务局、上海市绿化市容局关于印发《上海市建筑市场信用信息管理办法》的通知,1,1
发布媒介违法收取费用发布招标公告，会受到什么处罚？,招标公告和公示信息发布管理办法,1,1
采购人能否与政务信息系统运行维护供应商签订超过三年的政府采购合同？,财政部关于印发《政务信息系统政府采购管理暂行办法》的通知,1,1
拍卖企业经营文物拍卖业务时，注册资本有何特殊要求？,中华人民共和国拍卖法,1,1
招标人如果设置不合理条件限制潜在投标人，会受到什么处罚？,工程建设项目施工招标投标办法,1,6
施工直接发包和合同备案手续办理需要满足哪些条件？,上海市城乡建设和交通委员会关于印发《可直接发包产业项目的直接发包手续与建设工程合同备案手续合并办理的办事指南》的通知,1,1
哪些项目适合采用竞争性磋商方式进行采购？,财政部关于印发《政府采购竞争性磋商采购方式管理暂行办法》的通知,1,1
